#city,county,state,lat,lon
Pixley,Tulare,California,35.955286,-119.256427
Placentia,Orange,California,33.881,-117.8553
Placerville,El Dorado,California,38.719479,-120.804564
Planada,Merced,California,37.290833,-120.3175
Platina,Shasta,California,40.316528,-122.918013
Playa Del Rey,Los Angeles,California,33.957745,-118.437314
Pleasant Grove,Sutter,California,38.787773,-121.507967
Pleasant Hill,Contra Costa,California,37.954002,-122.07371
Pleasanton,Alameda,California,37.665804,-121.8755
Plymouth,Amador,California,38.48811,-120.870258
Point Arena,Mendocino,California,38.915264,-123.660756
Point Mugu Nawc,Ventura,California,34.123432,-119.09931
Point Reyes Station,Marin,California,38.064794,-122.81621
Pollock Pines,El Dorado,California,38.745581,-120.585114
Pomona,Los Angeles,California,34.043268,-117.752086
Pope Valley,Napa,California,38.678192,-122.472244
Port Costa,Contra Costa,California,38.046013,-122.186649
Port Hueneme,Ventura,California,34.162572,-119.197317
Port Hueneme Cbc Base,Ventura,California,34.16212,-119.206008
Porter Ranch,Los Angeles,California,34.274191,-118.541235
Porterville,Tulare,California,36.068636,-119.031549
Portola,Plumas,California,39.810883,-120.466858
Portola Vally,San Mateo,California,37.378859,-122.208131
Posey,Tulare,California,35.813496,-118.664286
Potrero,San Diego,California,32.620477,-116.603748
Potter Valley,Mendocino,California,39.329639,-123.104181
Poway,San Diego,California,32.975619,-117.040223
Prather,Fresno,California,36.993799,-119.526771
Princeton,Colusa,California,39.428313,-122.030181
Proberta,Tehama,California,40.081667,-122.169444
Quincy,Plumas,California,39.940504,-120.928493
Rackerby,Yuba,California,39.4059,-121.336192
Rail Road Flat,Calaveras,California,38.343333,-120.511111
Raisin City,Fresno,California,36.598928,-119.903158
Ramona,San Diego,California,33.029349,-116.853548
Ranchita,San Diego,California,33.24055,-116.539121
Rancho Cordova,Sacramento,California,38.601897,-121.289434
Rancho Cucamonga,San Bernardino,California,34.133922,-117.599149
Rancho Mirage,Riverside,California,33.764284,-116.422451
Rancho Palos Verdes,Los Angeles,California,33.787778,-118.357222
Rancho Santa Fe,San Diego,California,33.0231,-117.1996
Rancho Santa Margarita,Orange,California,33.651822,-117.588388
Randsburg,Kern,California,35.352176,-117.726396
Ravendale,Lassen,California,40.831705,-120.16001
Raymond,Madera,California,37.27898,-119.876567
Red Bluff,Tehama,California,40.179535,-122.238281
Red Mountain,San Bernardino,California,35.372778,-117.633889
Redcrest,Humboldt,California,40.406458,-123.94205
Redding,Shasta,California,40.560493,-122.411627
Redlands,San Bernardino,California,34.039659,-117.180352
Redondo Beach,Los Angeles,California,33.830656,-118.383221
Redway,Humboldt,California,40.110081,-123.844194
Redwood City,San Mateo,California,37.464661,-122.230406
Redwood Estates,Santa Clara,California,37.156389,-121.985556
Redwood Valley,Mendocino,California,39.269446,-123.213289
Reedley,Fresno,California,36.604406,-119.437785
Represa,Sacramento,California,38.688333,-121.447778
Rescue,El Dorado,California,38.719353,-120.994526
Reseda,Los Angeles,California,34.200663,-118.539071
Rialto,San Bernardino,California,34.113155,-117.377133
Richgrove,Tulare,California,35.796667,-119.106944
Richmond,Contra Costa,California,37.940039,-122.36201
Richvale,Butte,California,39.493889,-121.743611
Ridgecrest,Kern,California,35.631376,-117.679733
Rimforest,San Bernardino,California,34.229722,-117.224167
Rio Dell,Humboldt,California,40.495147,-124.104386
Rio Linda,Sacramento,California,38.689311,-121.445152
Rio Nido,Sonoma,California,38.521111,-122.975833
Rio Oso,Sutter,California,38.960998,-121.505305
Rio Vista,Solano,California,38.163734,-121.701635
Ripon,San Joaquin,California,37.753286,-121.122909
River Pines,Amador,California,38.5463,-120.743
Riverbank,Stanislaus,California,37.732809,-120.943019
Riverdale,Fresno,California,36.429525,-119.871953
Riverside,Riverside,California,33.9924,-117.369421
Robbins,Sutter,California,38.870278,-121.705278
Rocklin,Placer,California,38.791898,-121.243406
Rodeo,Contra Costa,California,38.03069,-122.258139
Rohnert Park,Sonoma,California,38.3269,-122.7061
Rosamond,Kern,California,34.863117,-118.19636
Rosemead,Los Angeles,California,34.065767,-118.08529
Roseville,Placer,California,38.734612,-121.233968
Ross,Marin,California,37.9625,-122.553889
Rough And Ready,Nevada,California,39.228585,-121.150856
Round Mountain,Shasta,California,40.794167,-121.940833
Rowland Heights,Los Angeles,California,33.981777,-117.896946
Rumsey,Yolo,California,38.8762,-122.253738
Running Springs,San Bernardino,California,34.207778,-117.108333
Rutherford,Napa,California,38.458611,-122.421389
Ryde,Sacramento,California,38.238611,-121.559444
Sacramento,Sacramento,California,38.5816,-121.4933
Saint Helena,Napa,California,38.513776,-122.461921
Salida,Stanislaus,California,37.70713,-121.090484
Salinas,Monterey,California,36.667693,-121.659589
Salton City,Imperial,California,33.298611,-115.955278
Salyer,Trinity,California,40.89095,-123.547833
Samoa,Humboldt,California,40.803712,-124.193571
San Andreas,Calaveras,California,38.186732,-120.668703
San Anselmo,Marin,California,37.984579,-122.571062
San Ardo,Monterey,California,35.985685,-120.861191
San Bernardino,San Bernardino,California,34.110521,-117.289753
San Bruno,San Mateo,California,37.624742,-122.429021
San Carlos,San Mateo,California,37.496859,-122.267356
San Clemente,Orange,California,33.430809,-117.610139
San Diego,San Diego,California,32.71852,-117.159316
San Dimas,Los Angeles,California,34.102263,-117.81694
San Fernando,Los Angeles,California,34.287509,-118.435242
San Francisco,San Francisco,California,37.775,-122.4183
San Francisco,San Mateo,California,37.621944,-122.381944
San Gabriel,Los Angeles,California,34.115486,-118.085658
San Geronimo,Marin,California,38.017155,-122.67784
San Gregorio,San Mateo,California,37.325513,-122.355552
San Jacinto,Riverside,California,33.783889,-116.957778
San Joaquin,Fresno,California,36.605869,-120.188934
San Jose,Santa Clara,California,37.3894,-121.8868
San Juan Bautista,San Benito,California,36.849856,-121.532721
San Juan Capistrano,Orange,California,33.511714,-117.657409
San Leandro,Alameda,California,37.720467,-122.158705
San Lorenzo,Alameda,California,37.678671,-122.129547
San Lucas,Monterey,California,36.128889,-121.019444
San Luis Obispo,San Luis Obispo,California,35.263453,-120.650933
San Luis Rey,San Diego,California,33.294367,-117.306403
San Marcos,San Diego,California,33.144386,-117.169716
San Marino,Los Angeles,California,34.120698,-118.111745
San Martin,Santa Clara,California,37.091118,-121.599901
San Mateo,San Mateo,California,37.572271,-122.320262
San Miguel,San Luis Obispo,California,35.753209,-120.696532
San Pablo,Contra Costa,California,37.972374,-122.336929
San Pedro,Los Angeles,California,33.733894,-118.291425
San Quentin,Marin,California,37.9428,-122.4894
San Rafael,Marin,California,37.969144,-122.510502
San Ramon,Contra Costa,California,37.78,-121.976944
San Simeon,San Luis Obispo,California,35.666815,-121.144033
San Ysidro,San Diego,California,32.551944,-117.042222
Sanger,Fresno,California,36.7243,-119.547796
Santa Ana,Orange,California,33.75016,-117.857665
Santa Barbara,Santa Barbara,California,34.419668,-119.70782
Santa Clara,Santa Clara,California,37.34732,-121.954079
Santa Clarita,Los Angeles,California,34.459742,-118.488955
Santa Cruz,Santa Cruz,California,36.982946,-122.043612
Santa Fe Springs,Los Angeles,California,33.946407,-118.083801
